Taxonomy,Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Family.x,Count,Total_Length,Length_Anomaly,Biomass,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver,Family.y,Trophic.group,Functional.group
Acanthurus nigricans,2008,7/23/08,21:30,22:30,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,4,60,0,22.35,Primary Consumer,Herbivore/Detritivore,60,2,0,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,1,80,0,13.18,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/16/07,20:40,21:35,LTER 1 Backreef Fish Transect 4 Swath 5 m,1,BA,4,5,Acanthuridae,1,90,0,18.72,Primary Consumer,Herbivore/Detritivore,65,3,2,0,26,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2010,8/3/10,18:55,19:45,LTER 2 Fringing Reef Fish Transect 4 Swath 5 m,2,FR,4,5,Acanthuridae,1,130,0,56.1,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/11/06,19:05,20:35,LTER 2 Backreef Fish Transect 2 Swath 5 m,2,BA,2,5,Acanthuridae,2,130,0,112.2,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,2,100,0,51.3,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 4 Swath 5 m,3,FO,4,5,Acanthuridae,7,80,0,92.24,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 1 Swath 5 m,1,FO,1,5,Acanthuridae,2,110,0,68.1,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,7/29/12,21:10,22:15,LTER 3 Forereef Fish Transect 4 Swath 5 m,3,FO,4,5,Acanthuridae,1,100,0,25.6,Primary Consumer,Herbivore/Detritivore,15,2,1,1,51,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,5,140,0,349.8,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,21:25,22:50,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,2,50,0,6.49,Primary Consumer,Herbivore/Detritivore,55,1,0,1,33.7,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,7/29/12,21:10,22:15,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,3,70,0,26.54,Primary Consumer,Herbivore/Detritivore,15,2,1,1,51,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/26/08,19:00,20:25,LTER 2 Forereef Fish Transect 1 Swath 5 m,2,FO,1,5,Acanthuridae,1,100,0,25.6,Primary Consumer,Herbivore/Detritivore,15,2,0,1,28,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/15/06,21:50,23:25,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,200,0,202.7,Primary Consumer,Herbivore/Detritivore,50,1,0,1,37,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,150,0,85.9,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,2,130,0,112.2,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2010,8/5/10,19:15,20:28,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,3,100,0,76.9,Primary Consumer,Herbivore/Detritivore,3,1,0,1,38,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,1,120,0,44.2,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,11:50,12:45,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,5,140,0,349.8,Primary Consumer,Herbivore/Detritivore,5,2,0,1,46.8,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,3,70,0,26.54,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/13/06,21:40,23:25,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,4,120,0,176.7,Primary Consumer,Herbivore/Detritivore,40,1,0,1,34,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,21:25,22:50,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,1,65,0,7.09,Primary Consumer,Herbivore/Detritivore,55,1,0,1,33.7,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/14/06,21:35,23:25,LTER 1 Forereef Fish Transect 2 Swath 5 m,1,FO,2,5,Acanthuridae,1,100,0,25.6,Primary Consumer,Herbivore/Detritivore,80,1,0,1,42,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/16/07,19:30,20:10,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,4,160,0,416.7,Primary Consumer,Herbivore/Detritivore,95,3,2,0,9,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/26/08,21:10,22:00,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,2,90,0,37.45,Primary Consumer,Herbivore/Detritivore,15,2,0,1,29,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/26/08,21:10,22:00,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,1,110,0,34.1,Primary Consumer,Herbivore/Detritivore,15,2,0,1,29,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,100,0,25.6,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,9:55,11:00,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,2,150,0,171.9,Primary Consumer,Herbivore/Detritivore,3,2,0,0.5,44.3,1,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2010,8/4/10,21:40,23:10,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,2,80,0,26.35,Primary Consumer,Herbivore/Detritivore,85,2,0,0,42,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,5,70,0,44.24,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 2 Swath 5 m,6,FO,2,5,Acanthuridae,4,80,0,52.71,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/16/07,20:40,21:35,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,25,180,0,3701.1,Primary Consumer,Herbivore/Detritivore,65,3,2,0,26,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,2,190,0,347.9,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,4,90,0,74.9,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/23/08,21:30,22:30,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,2,70,0,17.7,Primary Consumer,Herbivore/Detritivore,60,2,0,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/1/09,20:30,21:05,LTER 4 Backreef Fish Transect 1 Swath 5 m,4,BA,1,5,Acanthuridae,1,110,0,34.1,Primary Consumer,Herbivore/Detritivore,5,2,0,0.5,30.5,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,1,70,0,8.85,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,7/31/12,22:10,22:55,LTER 5 Fringing Reef Fish Transect 1 Swath 5 m,5,FR,1,5,Acanthuridae,2,160,0,208.4,Primary Consumer,Herbivore/Detritivore,65,2,2,0,12.8,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,1,90,0,18.72,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/15/06,21:50,23:25,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,140,0,70,Primary Consumer,Herbivore/Detritivore,50,1,0,1,37,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/13/06,19:40,21:05,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,90,0,18.72,Primary Consumer,Herbivore/Detritivore,40,1,0,1,32,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/4/09,19:15,20:45,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,1,110,0,34.1,Primary Consumer,Herbivore/Detritivore,80,1,0,1,38,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,1,80,0,13.18,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/14/06,21:35,23:25,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,1,120,0,44.2,Primary Consumer,Herbivore/Detritivore,80,1,0,1,42,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/13/06,21:40,23:25,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,1,70,0,8.85,Primary Consumer,Herbivore/Detritivore,40,1,0,1,34,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,1,120,0,44.2,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,1,210,0,234.5,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/26/08,19:00,20:25,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,1,100,0,25.6,Primary Consumer,Herbivore/Detritivore,15,2,0,1,28,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,7/29/12,21:10,22:15,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,15,2,1,1,51,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,11:50,12:45,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,3,120,0,132.5,Primary Consumer,Herbivore/Detritivore,5,2,0,1,46.8,0.5,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,2,100,0,51.3,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,2,40,0,3.33,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/13/07,19:55,21:20,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,1,40,0,1.67,Primary Consumer,Herbivore/Detritivore,10,0,0,0,40,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/13/07,19:55,21:20,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,10,0,0,0,40,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 1 Swath 5 m,6,FO,1,5,Acanthuridae,1,60,0,5.59,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/4/09,19:15,20:45,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,2,70,0,17.7,Primary Consumer,Herbivore/Detritivore,80,1,0,1,38,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,3,60,0,16.76,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2006,7/13/06,21:40,23:25,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,4,140,0,279.8,Primary Consumer,Herbivore/Detritivore,40,1,0,1,34,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,11:50,12:45,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,3,60,0,16.76,Primary Consumer,Herbivore/Detritivore,5,2,0,1,46.8,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,17,100,0,435.9,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/16/07,19:30,20:10,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,6,210,0,1406.8,Primary Consumer,Herbivore/Detritivore,95,3,2,0,9,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/4/09,19:15,20:45,LTER 2 Forereef Fish Transect 3 Swath 5 m,2,FO,3,5,Acanthuridae,1,130,0,56.1,Primary Consumer,Herbivore/Detritivore,80,1,0,1,38,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,1,80,0,13.18,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,2,90,0,37.45,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,7/30/11,9:00,10:00,LTER 1 Forereef Fish Transect 4 Swath 5 m,1,FO,4,5,Acanthuridae,2,180,0,296.1,Primary Consumer,Herbivore/Detritivore,17,0,0,0.5,43.7,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,1,180,0,148,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 2 Swath 5 m,6,FO,2,5,Acanthuridae,4,60,0,22.35,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,1,150,0,85.9,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,1,120,0,44.2,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/4/09,21:30,22:45,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,1,90,0,18.72,Primary Consumer,Herbivore/Detritivore,85,1,0,1,33,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,2,160,0,208.4,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,1,150,0,85.9,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/4/11,8:40,9:45,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthuridae,1,130,0,56.1,Primary Consumer,Herbivore/Detritivore,75,0,0,0,13.9,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2012,7/29/12,21:10,22:15,LTER 3 Forereef Fish Transect 1 Swath 5 m,3,FO,1,5,Acanthuridae,1,40,0,1.67,Primary Consumer,Herbivore/Detritivore,15,2,1,1,51,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,2,130,0,112.2,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/26/08,21:10,22:00,LTER 1 Forereef Fish Transect 2 Swath 5 m,1,FO,2,5,Acanthuridae,2,130,0,112.2,Primary Consumer,Herbivore/Detritivore,15,2,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,5,80,0,65.89,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2010,8/5/10,19:15,20:28,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,3,1,0,1,38,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2010,8/5/10,19:15,20:28,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,3,120,0,132.5,Primary Consumer,Herbivore/Detritivore,3,1,0,1,38,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,4,70,0,35.39,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,11:50,12:45,LTER 3 Forereef Fish Transect 4 Swath 5 m,3,FO,4,5,Acanthuridae,3,80,0,39.53,Primary Consumer,Herbivore/Detritivore,5,2,0,1,46.8,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,80,0,13.18,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,2,60,0,11.17,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 1 Swath 5 m,2,FO,1,5,Acanthuridae,1,30,0,0.71,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2009,8/7/09,19:30,20:55,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,5,80,0,65.89,Primary Consumer,Herbivore/Detritivore,90,1,0,1,30.9,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Acanthurus nigricans,2011,8/2/11,11:50,12:45,LTER 3 Forereef Fish Transect 4 Swath 5 m,3,FO,4,5,Acanthuridae,1,110,0,34.1,Primary Consumer,Herbivore/Detritivore,5,2,0,1,46.8,0.5,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
